case,file,ssim_hazy,psnr_hazy,ssim_restored,psnr_restored,ssim_delta,psnr_delta,fallback_used,runtime_s
TLH_10,TLH_10_232.png,0.8566350674346476,12.563536496363092,0.6868548588539557,19.04168233179765,-0.16978020858069187,6.478145835434557,False,0.7860507965087891
TLH_10,TLH_10_2336.png,0.7549344615649836,11.761050173811281,0.8460430693519222,20.615833765884027,0.09110860778693863,8.854783592072746,False,0.5615143775939941
TLH_10,TLH_10_2345.png,0.7968812557719469,12.194558026762138,0.79270165177967,19.361111908653946,-0.0041796039922769035,7.166553881891808,False,0.7972321510314941
TLH_10,TLH_10_2358.png,0.7226298365265371,10.928949376002894,0.7396430925399989,17.51714208345534,0.01701325601346182,6.588192707452446,False,0.8873410224914551
TLH_10,TLH_10_2381.png,0.7447341419990827,11.030748713148796,0.7891042482314076,18.133098357556754,0.044370106232324846,7.102349644407958,False,0.8749244213104248
TLH_10,TLH_10_248.png,0.868531792205789,13.037544271078154,0.7200948617862819,18.49408245939871,-0.14843693041950712,5.4565381883205575,False,0.7629678249359131
TLH_10,TLH_10_250.png,0.834102914259824,12.300912630436589,0.6904993862098376,18.700485213829058,-0.14360352804998633,6.3995725833924695,False,0.7910137176513672
TLH_10,TLH_10_252.png,0.826907543960218,12.113761926349678,0.7056611925098272,18.480617638449136,-0.12124635145039087,6.366855712099458,False,0.7777743339538574
TLH_10,TLH_10_2520.png,0.6993953295835549,10.73031313574717,0.8114864743278154,21.312225128350416,0.11209114474426052,10.581911992603246,False,0.6192471981048584
TLH_10,TLH_10_2521.png,0.7192208254822348,11.036437442191371,0.8313772644445785,22.613848171590835,0.11215643896234373,11.577410729399464,False,0.47454333305358887
TLH_10,TLH_10_2522.png,0.6926276259811719,10.4160330627389,0.854545341109452,23.41076828528365,0.16191771512828013,12.994735222544747,False,0.4930117130279541
TLH_10,TLH_10_253.png,0.8625506268453231,13.02375690426926,0.7834453607134363,18.12240509062468,-0.07910526613188684,5.0986481863554225,False,0.7197568416595459
TLH_10,TLH_10_257.png,0.8790944388350949,13.282536097770713,0.691788671294755,19.69191286744741,-0.1873057675403399,6.4093767696766974,False,0.7586941719055176
TLH_10,TLH_10_258.png,0.8508738254743061,12.393730884292095,0.7457499680796144,17.98584391679792,-0.10512385739469177,5.592113032505823,False,0.7917652130126953
TLH_10,TLH_10_2586.png,0.815181450919989,12.582957988213677,0.7396709992701134,18.107364367464026,-0.07551045164987558,5.524406379250349,False,0.774986982345581
TLH_10,TLH_10_259.png,0.8377444751450122,11.842975616125814,0.6975153523302978,18.6103571813595,-0.14022912281471434,6.767381565233686,False,0.8075387477874756
TLH_10,TLH_10_260.png,0.8672830523326346,13.090465568332261,0.7445413494380516,20.096418800583148,-0.12274170289458297,7.005953232250887,False,0.8940987586975098
TLH_10,TLH_10_261.png,0.8616421827178549,12.622879197538186,0.7325528930390103,20.126336631527284,-0.1290892896788446,7.503457433989098,False,0.8762407302856445
TLH_10,TLH_10_2620.png,0.7294290502118299,11.347290452699221,0.776029459645098,18.497737358390886,0.04660040943326804,7.150446905691664,False,0.7770297527313232
TLH_10,TLH_10_2621.png,0.7340027858028273,11.173890068113844,0.7949313364091504,18.391536203445206,0.06092855060632307,7.217646135331362,False,0.527538537979126
TLH_10,TLH_10_2622.png,0.7440948964317081,11.529747836506397,0.7863685683414158,17.950084281345596,0.042273671909707655,6.420336444839199,False,0.7890737056732178
TLH_10,TLH_10_2623.png,0.7646560710275042,12.110606704302766,0.7893733261449853,18.16179151443761,0.02471725511748113,6.051184810134844,False,0.8814098834991455
TLH_10,TLH_10_2624.png,0.7538309399499472,12.02098968794945,0.7801744568324684,18.853445958084418,0.026343516882521234,6.832456270134967,False,0.7594845294952393
TLH_10,TLH_10_263.png,0.8415938493493385,12.285314628172232,0.7102729335874778,19.481585731685357,-0.13132091576186067,7.196271103513125,False,0.7876923084259033
TLH_10,TLH_10_265.png,0.8629858887153821,12.882263034356477,0.7121501341441772,19.423519813123015,-0.1508357545712049,6.541256778766538,False,0.7520432472229004
TLH_10,TLH_10_266.png,0.8341965363129218,12.015537676300976,0.7186860322516884,19.00526215577286,-0.11551050406123342,6.989724479471885,False,0.7546417713165283
TLH_10,TLH_10_2683.png,0.7438492295976465,11.931548048330484,0.7896287914633432,18.437368941785984,0.04577956186569665,6.5058208934555,False,0.8121848106384277
TLH_10,TLH_10_2684.png,0.7200649238902164,11.058394183002868,0.7835101606048535,18.98163293540736,0.06344523671463709,7.923238752404494,False,0.5740761756896973
TLH_10,TLH_10_2685.png,0.7362115063611332,11.573869218023392,0.7912977441183718,18.690832847035395,0.05508623775723864,7.1169636290120035,False,0.5538554191589355
TLH_10,TLH_10_2686.png,0.7167963891749998,11.005639831012601,0.7826601224140629,19.165994296363337,0.06586373323906314,8.160354465350736,False,0.6420221328735352
TLH_10,TLH_10_2687.png,0.7167785567793432,11.2030916827584,0.7834705158333494,18.911954453995243,0.06669195905400616,7.708862771236843,False,0.620253324508667
TLH_10,TLH_10_273.png,0.8210799415950177,13.109756650282245,0.7197531750143146,15.112072175293816,-0.10132676658070316,2.0023155250115714,False,0.7445909976959229
TLH_10,TLH_10_274.png,0.8049005245432417,11.101641144775998,0.7100526871383639,18.47057556133756,-0.09484783740487779,7.368934416561563,False,0.7222559452056885
TLH_10,TLH_10_275.png,0.8544515247026279,12.933618216795526,0.7812278711016448,15.89322493696219,-0.07322365360098304,2.959606720166663,False,0.7878894805908203
